,TransactionID,DeviceType,DeviceInfo
28441,3063033,desktop,Windows
28451,3063051,mobile,LG-X220 Build/LMY47I
28453,3063054,desktop,Windows
28467,3063078,desktop,MacOS
28469,3063080,desktop,Windows
28496,3063124,desktop,Windows
28499,3063130,mobile,iOS Device
28517,3063154,mobile,PRA-LX3 Build/HUAWEIPRA-LX3
28518,3063155,mobile,iOS Device
28519,3063156,desktop,Windows
28526,3063165,desktop,Windows
28553,3063209,desktop,Windows
28557,3063215,desktop,Windows
28617,3063315,desktop,Windows
28649,3063361,desktop,Trident/7.0
28743,3063571,desktop,Windows
28765,3063625,desktop,Windows
28912,3063924,desktop,Trident/7.0
28915,3063927,desktop,Windows
28994,3064077,desktop,Windows
29013,3064120,desktop,rv:52.0
29078,3064233,mobile,iOS Device
29146,3064349,desktop,Windows
29404,3064826,desktop,Trident/7.0
29616,3065212,desktop,Windows
29749,3065469,desktop,Windows
29767,3065502,desktop,rv:11.0
29841,3065619,desktop,Windows
29874,3065679,mobile,SM-J700M Build/MMB29K
29885,3065694,mobile,iOS Device
29909,3065734,desktop,Windows
29961,3065841,desktop,Trident/7.0
29976,3065870,desktop,Windows
29982,3065882,desktop,MacOS
30098,3066089,,
30136,3066171,desktop,MacOS
30181,3066262,mobile,
30284,3066499,desktop,Windows NT 6.1
30285,3066502,desktop,Windows
30291,3066515,desktop,Windows
30301,3066532,mobile,iOS Device
30349,3066627,mobile,iOS Device
30355,3066640,desktop,Windows
30417,3066757,desktop,
30441,3066799,desktop,Windows
30543,3066986,mobile,NOKIA
30689,3067287,desktop,Windows
30707,3067321,desktop,Windows
30726,3067363,desktop,Windows
30741,3067408,desktop,MacOS
30745,3067415,desktop,Windows
30781,3067488,desktop,Windows
30796,3067530,desktop,Trident/7.0
30801,3067539,desktop,rv:57.0
30812,3067562,desktop,Trident/7.0
30831,3067602,desktop,Windows
30922,3067810,mobile,
30939,3067844,desktop,Windows
30979,3067924,desktop,Windows
30995,3067952,desktop,
31063,3068078,desktop,Windows
31089,3068118,mobile,iOS Device
31190,3068321,desktop,MacOS
31240,3068407,desktop,MacOS
31363,3068593,desktop,rv:48.0
31395,3068631,mobile,iOS Device
31403,3068646,desktop,Windows
31416,3068665,mobile,M4 SS4453 Build/MMB29M
31476,3068765,desktop,Windows
31556,3068912,desktop,Windows
31567,3068944,desktop,Trident/7.0
31621,3069071,desktop,MacOS
31629,3069087,desktop,Windows
31635,3069099,desktop,Windows
31642,3069117,desktop,Windows
31645,3069122,desktop,Windows
31649,3069132,desktop,MacOS
31661,3069156,desktop,MacOS
31671,3069175,desktop,Windows
31677,3069192,desktop,MacOS
31678,3069193,desktop,Windows
31693,3069219,desktop,Windows
31697,3069232,desktop,Trident/7.0
31699,3069234,mobile,iOS Device
31701,3069236,mobile,iOS Device
31706,3069243,desktop,Windows
31713,3069253,desktop,rv:11.0
31947,3069667,desktop,Trident/7.0
32043,3069828,desktop,Windows
32053,3069844,desktop,Windows
32138,3070022,desktop,Trident/7.0
32205,3070156,desktop,
32228,3070191,desktop,Windows
32333,3070372,mobile,iOS Device
32336,3070380,desktop,Windows
32339,3070385,desktop,rv:57.0
32426,3070531,,
32473,3070629,desktop,Windows
32558,3070774,desktop,Windows
32559,3070775,desktop,MacOS
32560,3070776,mobile,iOS Device
32615,3070885,mobile,SM-T350 Build/MMB29M
32640,3070926,desktop,Windows
32646,3070939,mobile,iOS Device
32684,3071003,desktop,Windows
32774,3071136,desktop,Windows
32792,3071172,mobile,iOS Device
32944,3071431,desktop,rv:11.0
33028,3071576,mobile,iOS Device
33056,3071615,desktop,Windows
33089,3071667,mobile,SAMSUNG-SM-G900A Build/LMY47X
33101,3071690,desktop,Windows
33135,3071738,desktop,Windows
33139,3071745,desktop,
33163,3071781,desktop,MacOS
33179,3071809,mobile,iOS Device
33185,3071818,mobile,iOS Device
33195,3071836,mobile,iOS Device
33220,3071881,mobile,SAMSUNG SM-G891A Build/NRD90M
33276,3071985,desktop,Trident/7.0
33337,3072109,mobile,
33447,3072320,desktop,MacOS
33482,3072397,desktop,rv:57.0
33505,3072450,desktop,Windows
33523,3072492,mobile,iOS Device
33768,3072973,desktop,Windows
33795,3073022,mobile,iOS Device
33822,3073077,desktop,Windows
33831,3073096,desktop,Windows
33858,3073156,mobile,iOS Device
33897,3073256,mobile,iOS Device
33910,3073289,desktop,MacOS
33918,3073303,desktop,Windows
33923,3073310,desktop,Windows
33930,3073322,desktop,MacOS
33936,3073343,mobile,SM-G930T Build/NRD90M
33946,3073362,desktop,Windows
33956,3073383,desktop,Windows
34027,3073544,desktop,MacOS
34029,3073547,desktop,MacOS
34068,3073635,mobile,iOS Device
34074,3073651,desktop,MacOS
34077,3073658,desktop,Trident/7.0
34114,3073762,desktop,Windows
34128,3073789,,
34133,3073798,mobile,iOS Device
34146,3073818,mobile,iOS Device
34216,3073935,mobile,HUAWEI CUN-L03 Build/HUAWEICUN-L03
34233,3073960,mobile,iOS Device
34239,3073977,desktop,Windows
34358,3074178,desktop,MacOS
34410,3074272,desktop,
34441,3074323,,
34452,3074337,desktop,Windows
34459,3074347,,
34460,3074348,desktop,Windows
34494,3074404,mobile,iOS Device
34543,3074486,mobile,SM-G930T Build/NRD90M
34607,3074603,mobile,iOS Device
34703,3074790,desktop,MacOS
34728,3074833,desktop,rv:52.0
34737,3074849,desktop,Trident/7.0
34747,3074868,desktop,Windows
34775,3074910,,
34802,3074956,desktop,Windows
34823,3074983,desktop,rv:11.0
34829,3074997,desktop,Trident/7.0
34831,3075005,,
34890,3075098,desktop,MacOS
34905,3075128,desktop,Trident/7.0
34920,3075152,desktop,Windows
34959,3075212,desktop,Windows
34969,3075227,desktop,Windows
34985,3075248,desktop,Windows
34989,3075257,desktop,Windows
34997,3075270,desktop,Windows
34998,3075271,,
35000,3075273,mobile,LG-H542 Build/MRA58K
35001,3075274,desktop,Windows
35035,3075337,desktop,
35070,3075395,desktop,MacOS
35120,3075492,desktop,Windows
35126,3075499,desktop,Windows
35189,3075611,desktop,Windows
35192,3075614,desktop,Windows
35194,3075617,mobile,iOS Device
35237,3075710,desktop,Windows
35244,3075723,mobile,LG-D331 Build/LRX22G
35322,3075859,mobile,iOS Device
35466,3076124,desktop,MacOS
35530,3076238,desktop,Windows
35553,3076282,desktop,
35584,3076332,desktop,Windows
35589,3076339,desktop,Windows
35591,3076341,mobile,iOS Device
35599,3076354,desktop,Windows
35773,3076650,desktop,Windows
35815,3076718,desktop,Trident/7.0
35832,3076761,desktop,Windows
35842,3076776,desktop,Windows
35844,3076781,desktop,Windows
35926,3076925,desktop,Windows
35953,3076969,mobile,iOS Device
36123,3077259,mobile,iOS Device
36128,3077266,desktop,Windows
36133,3077274,mobile,
36136,3077279,mobile,iOS Device
36140,3077286,desktop,Windows
36144,3077293,desktop,Windows
36148,3077297,desktop,Trident/7.0
36151,3077303,desktop,Windows
36154,3077311,desktop,
36158,3077318,mobile,HTC One Build/LRX22G
36174,3077345,desktop,Windows
36179,3077352,desktop,MacOS
36182,3077364,mobile,SM-G900V Build/MMB29M
36187,3077373,desktop,Windows
36259,3077496,desktop,
36275,3077528,desktop,Windows
36280,3077536,desktop,MacOS
36282,3077539,desktop,Windows
36334,3077619,mobile,
36338,3077626,desktop,MacOS
36673,3078240,desktop,Trident/7.0
36715,3078317,desktop,Windows
36812,3078545,desktop,
36823,3078575,desktop,Windows
36827,3078584,desktop,Trident/7.0
36894,3078747,,
36907,3078776,desktop,MacOS
37111,3079158,mobile,iOS Device
37119,3079170,desktop,rv:11.0
37127,3079187,desktop,MacOS
37132,3079194,mobile,iOS Device
37165,3079248,mobile,iOS Device
37188,3079295,desktop,Windows
37311,3079491,desktop,MacOS
37342,3079544,mobile,iOS Device
37371,3079588,desktop,Windows
37376,3079599,desktop,MacOS
37382,3079612,mobile,SM-T550 Build/NMF26X
37383,3079613,mobile,SAMSUNG
37386,3079617,mobile,SM-G950F Build/NRD90M
37393,3079628,mobile,SM-G610M Build/MMB29K
37414,3079670,mobile,Moto X Play Build/NPD26.48-24-1
37432,3079705,mobile,iOS Device
37434,3079708,desktop,MacOS
37449,3079744,desktop,
37472,3079781,mobile,SAMSUNG
37483,3079797,desktop,
37495,3079817,mobile,iOS Device
37502,3079825,mobile,SAMSUNG SM-G920T Build/NRD90M
37504,3079827,desktop,Windows
37517,3079850,mobile,iOS Device
37519,3079852,desktop,Windows
37521,3079859,desktop,Windows
37524,3079863,desktop,
37547,3079905,desktop,Windows
37784,3080296,desktop,rv:57.0
37818,3080342,desktop,rv:57.0
37840,3080382,desktop,Windows
37862,3080419,mobile,iOS Device
37914,3080502,desktop,Windows
37999,3080647,desktop,
38236,3081046,desktop,Trident/7.0
38313,3081172,mobile,iOS Device
38440,3081380,desktop,Windows
38450,3081398,desktop,Windows
38458,3081414,desktop,Windows
38538,3081553,desktop,rv:11.0
38571,3081610,desktop,Windows
38609,3081670,desktop,Windows
38694,3081827,desktop,Windows
38707,3081849,desktop,Windows
38711,3081855,mobile,SM-G935V Build/NRD90M
38714,3081859,desktop,Windows
38730,3081893,desktop,rv:11.0
38805,3082025,desktop,Windows
38855,3082111,desktop,Windows
38928,3082228,desktop,
38988,3082340,desktop,Trident/7.0
39005,3082368,desktop,MacOS
39058,3082457,desktop,Windows
39066,3082472,desktop,Windows
39097,3082539,desktop,MacOS
39139,3082612,desktop,Windows
39143,3082618,mobile,iOS Device
39164,3082664,desktop,MacOS
39186,3082711,desktop,Windows
39234,3082787,mobile,SM-G930P Build/NRD90M
39277,3082859,desktop,rv:52.0
39321,3082939,desktop,Windows
39338,3082970,mobile,iOS Device
39354,3082997,mobile,iOS Device
39463,3083198,mobile,iOS Device
39488,3083245,desktop,Windows
39515,3083297,desktop,MacOS
39556,3083365,desktop,Windows
39602,3083449,desktop,Windows
39604,3083452,desktop,MacOS
39830,3083847,desktop,Trident/7.0
39839,3083860,desktop,
39984,3084128,mobile,SAMSUNG SM-N900T Build/LRX21V
40040,3084246,desktop,Trident/7.0
40046,3084255,mobile,iOS Device
40058,3084275,desktop,Windows
40109,3084398,mobile,iOS Device
40125,3084436,,
40147,3084478,desktop,Windows
40183,3084574,mobile,iOS Device
40192,3084586,desktop,Windows
40244,3084678,desktop,Windows
40257,3084697,desktop,Windows
40459,3085106,desktop,Windows
40462,3085119,mobile,iOS Device
40482,3085160,desktop,Windows
40524,3085226,desktop,Windows
40552,3085285,mobile,
40559,3085298,desktop,Windows
40704,3085597,desktop,Windows
40869,3085940,mobile,
40932,3086049,mobile,Z981 Build/MMB29M
40960,3086101,mobile,iOS Device
40966,3086115,desktop,Windows
40973,3086138,mobile,ZTE A2017U Build/NRD90M
40977,3086143,desktop,Windows
41000,3086199,mobile,iOS Device
41026,3086244,desktop,Windows
41029,3086249,desktop,Windows
41031,3086253,mobile,iOS Device
41035,3086263,desktop,Trident/7.0
41044,3086279,mobile,iOS Device
41078,3086353,desktop,Windows
41092,3086382,mobile,Moto Z2 Play Build/NPSS26.118-19-6
41113,3086424,desktop,rv:11.0
41146,3086485,mobile,iOS Device
41149,3086490,mobile,
41157,3086505,mobile,
41232,3086642,desktop,Trident/7.0
41247,3086668,desktop,
41262,3086693,desktop,Trident/7.0
41300,3086763,mobile,iOS Device
41324,3086807,desktop,Windows
41325,3086808,mobile,
41330,3086815,desktop,
41422,3086965,desktop,Windows
41432,3086980,desktop,Windows
41451,3087008,mobile,iOS Device
41453,3087012,desktop,
41464,3087029,desktop,MacOS
41472,3087043,desktop,
41478,3087054,mobile,Lenovo TAB 2 A7-30GC Build/KOT49H
41498,3087089,mobile,Pixel XL Build/OPM1.171019.011
41563,3087183,desktop,Windows
41568,3087191,mobile,SM-G550T1 Build/MMB29K
41571,3087194,desktop,MacOS
41580,3087206,mobile,iOS Device
41585,3087213,desktop,Windows
41650,3087351,desktop,Windows
41659,3087368,desktop,MacOS
41688,3087415,mobile,iOS Device
41695,3087424,mobile,iOS Device
41716,3087455,desktop,Windows
41789,3087574,mobile,SAMSUNG SM-G950U Build/NRD90M
41811,3087607,desktop,Trident/7.0
41812,3087609,desktop,Windows
41820,3087621,desktop,Windows
41893,3087743,desktop,Windows
41903,3087758,desktop,Windows
41932,3087802,desktop,Windows
41936,3087808,mobile,iOS Device
41956,3087852,desktop,Trident/7.0
41962,3087864,desktop,Windows
42115,3088129,desktop,Windows
42130,3088161,mobile,iOS Device
42215,3088304,desktop,rv:57.0
42219,3088310,mobile,iOS Device
42252,3088372,mobile,iOS Device
42265,3088394,mobile,LG-H700 Build/NRD90U
42294,3088454,desktop,Windows
42304,3088470,mobile,iOS Device
42329,3088511,desktop,Trident/7.0
42360,3088565,desktop,MacOS
42361,3088566,desktop,MacOS
42365,3088573,desktop,MacOS
42397,3088623,mobile,iOS Device
42447,3088693,mobile,iOS Device
42462,3088712,,
42521,3088816,desktop,Windows
42535,3088838,desktop,Windows
42538,3088844,desktop,Windows
42598,3088959,desktop,Windows
42786,3089281,desktop,Windows
42813,3089330,mobile,iOS Device
42911,3089498,mobile,SM-J700M Build/MMB29K
43057,3089761,mobile,HTC One M9 Build/NRD90M
43077,3089803,desktop,Windows
43105,3089859,desktop,Windows
43139,3089940,desktop,Windows
43164,3089989,desktop,rv:11.0
43194,3090049,mobile,iOS Device
43204,3090066,mobile,SAMSUNG SM-T800 Build/MMB29K
43228,3090107,mobile,iOS Device
43394,3090412,desktop,Windows
43409,3090439,desktop,MacOS
43462,3090540,desktop,
43545,3090675,mobile,Lenovo
43571,3090724,desktop,rv:57.0
43617,3090816,desktop,Windows
43618,3090818,desktop,Windows
43625,3090827,mobile,iOS Device
43631,3090837,desktop,Windows
43672,3090896,mobile,KFDOWI Build/LVY48F
43901,3091325,mobile,iOS Device
43926,3091371,mobile,SM-T113NU Build/KTU84P
43941,3091396,desktop,Windows
43974,3091467,mobile,Moto C Plus Build/NRD90M.05.034
43975,3091469,mobile,iOS Device
43980,3091481,desktop,Windows
44034,3091589,mobile,iOS Device
44041,3091602,desktop,
44148,3091808,mobile,iOS Device
44162,3091841,mobile,iOS Device
44200,3091905,mobile,iOS Device
44205,3091920,desktop,Windows
44268,3092050,desktop,Windows
44290,3092089,mobile,iOS Device
44293,3092093,mobile,
44335,3092158,mobile,iOS Device
44433,3092313,desktop,MacOS
44438,3092320,desktop,Windows
44439,3092323,mobile,iOS Device
44451,3092347,desktop,Windows
44484,3092413,desktop,Trident/7.0
44497,3092440,desktop,rv:57.0
44506,3092458,desktop,MacOS
44517,3092474,desktop,MacOS
44542,3092519,mobile,iOS Device
44578,3092579,desktop,Windows
44581,3092584,desktop,Windows
44590,3092595,desktop,MacOS
44609,3092627,desktop,Windows
44717,3092791,mobile,
44727,3092810,desktop,Windows
44728,3092811,mobile,iOS Device
44832,3092951,mobile,
44904,3093047,mobile,SM-G532M Build/MMB29T
45061,3093297,desktop,MacOS
45078,3093322,desktop,MacOS
45118,3093385,mobile,iOS Device
45129,3093401,desktop,Windows
45308,3093701,mobile,SAMSUNG SM-G530T Build/LMY47X
45386,3093831,desktop,Windows
45410,3093871,mobile,iOS Device
45559,3094085,,
45610,3094149,mobile,SM-G935V Build/NRD90M
45670,3094234,desktop,Windows
45733,3094329,mobile,iOS Device
45863,3094536,desktop,MacOS
45870,3094545,mobile,iOS Device
45899,3094583,desktop,Windows
45911,3094609,desktop,Windows
46144,3094966,mobile,SM-N920T Build/NRD90M
46146,3094970,desktop,MacOS
46213,3095085,desktop,Windows
46287,3095206,mobile,iOS Device
46288,3095207,desktop,
46315,3095266,mobile,iOS Device
46321,3095273,desktop,MacOS
46972,3096267,mobile,SM-G950U Build/NRD90M
46981,3096281,desktop,MacOS
47005,3096320,mobile,iOS Device
47021,3096344,desktop,MacOS
47094,3096454,mobile,iOS Device
47125,3096507,desktop,Windows
47129,3096515,desktop,Windows
47211,3096645,,
47224,3096668,mobile,SAMSUNG SM-G935T Build/NRD90M
47232,3096677,desktop,Trident/7.0
47238,3096684,,
47250,3096701,desktop,Windows
47258,3096719,desktop,Windows
47265,3096735,desktop,Windows
47270,3096741,desktop,MacOS
47272,3096743,desktop,Windows
47350,3096864,desktop,Windows
47424,3096993,desktop,Windows
47434,3097009,desktop,Windows
47667,3097362,desktop,
47689,3097395,mobile,iOS Device
47777,3097542,desktop,MacOS
47839,3097644,desktop,MacOS
47851,3097662,mobile,SM-G935V Build/NRD90M
47993,3097909,mobile,iOS Device
47995,3097911,mobile,iOS Device
48015,3097951,,
48019,3097958,mobile,iOS Device
48049,3098007,mobile,
48081,3098065,desktop,Windows
48264,3098353,desktop,MacOS
48338,3098465,desktop,Trident/7.0
48344,3098472,desktop,Windows
48432,3098593,desktop,Windows
48451,3098616,desktop,Windows
48545,3098746,mobile,iOS Device
48547,3098748,mobile,iOS Device
48550,3098752,mobile,iOS Device
48566,3098774,desktop,MacOS
48601,3098822,,
48935,3099235,mobile,iOS Device
48939,3099239,desktop,MacOS
48944,3099245,desktop,Windows
48953,3099254,desktop,MacOS
48954,3099255,desktop,MacOS
49026,3099337,mobile,iOS Device
49036,3099352,desktop,Windows
49059,3099379,desktop,Windows
49064,3099384,desktop,
49107,3099439,,
49165,3099503,mobile,iOS Device
49222,3099568,mobile,iOS Device
49224,3099570,desktop,rv:52.0
49236,3099583,desktop,MacOS
49260,3099609,desktop,MacOS
49282,3099637,mobile,iOS Device
49378,3099755,desktop,MacOS
49664,3100089,mobile,iOS Device
49673,3100101,mobile,SM-G935T Build/NRD90M
49756,3100203,mobile,SM-G930V Build/NRD90M
49781,3100231,desktop,Windows
49870,3100345,desktop,Windows
50184,3100728,mobile,
50400,3101009,mobile,iOS Device
50405,3101016,desktop,Windows
50419,3101036,,
50426,3101047,mobile,iOS Device
50439,3101064,desktop,MacOS
50491,3101132,desktop,MacOS
50531,3101185,desktop,Windows
50542,3101199,desktop,MacOS
50553,3101215,mobile,iOS Device
50563,3101231,desktop,
50673,3101386,desktop,Trident/7.0
50679,3101395,mobile,iOS Device
50697,3101417,desktop,Windows
50717,3101444,desktop,MacOS
50736,3101473,mobile,iOS Device
50770,3101524,desktop,rv:57.0
50788,3101546,desktop,Windows
51064,3101936,desktop,Windows
51076,3101951,mobile,SM-G935V Build/NRD90M
51100,3101987,mobile,iOS Device
51105,3101993,mobile,
51116,3102010,mobile,iOS Device
51284,3102252,desktop,MacOS
51356,3102352,mobile,iOS Device
51373,3102374,mobile,iOS Device
51384,3102391,mobile,SM-J730GM Build/NRD90M
51409,3102429,desktop,Windows
51419,3102441,desktop,
51518,3102595,mobile,iOS Device
51525,3102608,desktop,Windows
51527,3102610,mobile,iOS Device
51548,3102644,desktop,Windows
51550,3102647,desktop,MacOS
51584,3102704,desktop,Windows
51592,3102716,desktop,Trident/7.0
51603,3102737,mobile,iOS Device
51607,3102746,mobile,
51618,3102767,mobile,iOS Device
51630,3102788,desktop,Trident/7.0
51655,3102832,desktop,MacOS
51835,3103122,mobile,iOS Device
51869,3103178,desktop,
51884,3103205,desktop,rv:11.0
51894,3103223,mobile,SM-G935V Build/NRD90M
51991,3103371,desktop,Windows
52011,3103397,mobile,iOS Device
52025,3103423,mobile,iOS Device
52079,3103530,desktop,
52097,3103563,mobile,iOS Device
52160,3103667,mobile,iOS Device
52244,3103818,desktop,MacOS
52407,3104077,desktop,Windows
52491,3104250,mobile,
52506,3104290,mobile,
52516,3104312,desktop,Trident/7.0
52528,3104337,desktop,Windows
52537,3104354,mobile,SM-G610M Build/MMB29K
52570,3104457,mobile,iOS Device
52574,3104468,mobile,iOS Device
52580,3104481,mobile,
52644,3104644,mobile,iOS Device
52656,3104673,mobile,
52661,3104679,mobile,iOS Device
52672,3104708,desktop,
52674,3104711,mobile,iOS Device
52675,3104712,mobile,iOS Device
52768,3104916,desktop,Windows
52769,3104917,mobile,iOS Device
52770,3104920,desktop,Windows
52776,3104939,desktop,
52781,3104951,mobile,iOS Device
52790,3104973,mobile,
52899,3105244,desktop,Windows
52966,3105413,desktop,rv:11.0
52976,3105449,mobile,iOS Device
52988,3105476,desktop,
53036,3105597,desktop,Windows
53129,3105805,desktop,MacOS
53171,3105911,mobile,F5121 Build/34.3.A.0.238
53178,3105935,mobile,MotoG3-TE Build/MPDS24.65-33-1-30
53182,3105952,mobile,LG-H840 Build/MMB29M
53204,3106045,mobile,iOS Device
53248,3106165,desktop,Trident/7.0
53263,3106208,mobile,iOS Device
53341,3106439,mobile,iOS Device
53367,3106496,mobile,SM-G935F Build/NRD90M
53375,3106512,desktop,
53422,3106637,mobile,iOS Device
53436,3106681,mobile,iOS Device
53550,3107021,desktop,Windows
53590,3107112,desktop,
53632,3107191,mobile,iOS Device
53636,3107201,mobile,iOS Device
53677,3107286,mobile,iOS Device
53698,3107331,mobile,iOS Device
53708,3107360,mobile,LG-D693n Build/LRX22G
53715,3107369,desktop,rv:57.0
54001,3108014,desktop,Windows
54079,3108263,desktop,Trident/7.0
54132,3108444,desktop,Windows
54147,3108487,mobile,
54160,3108527,desktop,Windows
54166,3108544,desktop,Windows
54174,3108559,desktop,Windows
54224,3108682,desktop,Windows
54235,3108703,mobile,
54240,3108725,mobile,iOS Device
54245,3108732,desktop,Windows
54249,3108749,desktop,Windows
54256,3108767,desktop,Windows
54269,3108804,mobile,SM-A300H
54309,3108922,desktop,Windows
54317,3108947,mobile,HUAWEI Build/MMB28B
54369,3109067,mobile,SAMSUNG-SM-J327A Build/NRD90M
54381,3109092,desktop,Windows
54453,3109308,desktop,Windows
54465,3109341,desktop,Trident/7.0
54473,3109353,desktop,MacOS
54475,3109359,mobile,
54487,3109400,desktop,Windows
54496,3109423,desktop,MacOS
54505,3109454,desktop,
54508,3109462,desktop,Windows
54597,3109734,mobile,SAMSUNG SM-J700T Build/NMF26X
54627,3109823,desktop,Windows
54676,3109992,desktop,
54761,3110266,mobile,Blade L2 Plus Build/KOT49H
54848,3110535,mobile,Moto Z2 Play Build/NPSS26.118-19-11
54973,3110868,desktop,
55025,3111010,desktop,MacOS
55097,3111153,mobile,LG-X180g Build/LMY47I
55112,3111185,mobile,SM-A300H Build/LRX22G
55168,3111323,mobile,BLADE A520 Build/NRD90M
55196,3111424,desktop,Windows
55203,3111453,desktop,Windows
55211,3111482,desktop,Windows
55230,3111538,desktop,Windows
55258,3111631,desktop,MacOS
55261,3111641,desktop,Trident/7.0
55272,3111675,desktop,MacOS
55282,3111698,desktop,Windows
55291,3111708,desktop,Windows
55396,3112096,desktop,Windows
55404,3112115,desktop,Windows
55420,3112158,desktop,Trident/7.0
55430,3112187,desktop,Windows
55454,3112278,desktop,Windows
55479,3112341,mobile,
55541,3112536,mobile,iOS Device
55567,3112610,desktop,
55627,3112802,desktop,Windows
55632,3112818,desktop,Windows
55638,3112830,desktop,
55683,3112929,desktop,Windows
55689,3112956,desktop,Windows
55728,3113050,desktop,Windows
55748,3113121,mobile,SM-J530F Build/NRD90M
55854,3113429,desktop,
55864,3113457,desktop,
55898,3113558,desktop,MacOS
55901,3113573,mobile,iOS Device
55975,3113841,mobile,iOS Device
56040,3114049,desktop,Windows
56120,3114242,desktop,Windows
56129,3114260,mobile,LG-K530 Build/MMB29M
56145,3114294,desktop,
56146,3114295,desktop,Windows
56161,3114321,desktop,Windows
56167,3114334,desktop,Windows
56223,3114427,desktop,MacOS
56335,3114726,mobile,5015A Build/LMY47I
56353,3114869,desktop,Windows
56408,3115179,desktop,MacOS
56428,3115259,desktop,
56438,3115286,desktop,Windows
56446,3115319,desktop,MacOS
56494,3115510,desktop,Trident/7.0
56504,3115563,desktop,Windows
56513,3115586,desktop,MacOS
56538,3115671,mobile,iOS Device
56562,3115752,mobile,iOS Device
56571,3115806,mobile,iOS Device
56657,3116173,mobile,Moto Z (2
56784,3116717,mobile,
56865,3117024,desktop,Windows
56917,3117202,desktop,MacOS
56920,3117211,,
56925,3117227,desktop,Trident/7.0
56996,3117503,,
57033,3117673,mobile,LG-K410 Build/LRX22G
57034,3117675,desktop,Windows
57035,3117678,mobile,iOS Device
57047,3117706,desktop,Windows
57051,3117712,desktop,
57055,3117733,desktop,Windows
57056,3117739,desktop,Windows
57057,3117744,desktop,Windows
57060,3117758,desktop,Windows
57061,3117761,desktop,Windows
57068,3117781,desktop,Windows
57069,3117786,desktop,Windows
57071,3117790,mobile,BLADE V8 SE Build/NRD90M
57072,3117791,desktop,Windows
57075,3117801,desktop,
57077,3117815,mobile,iOS Device
57079,3117820,desktop,
57081,3117824,desktop,Windows
57083,3117828,mobile,iOS Device
57085,3117830,desktop,
57105,3117892,mobile,SM-G935T Build/NRD90M
57142,3118030,desktop,Windows
57143,3118034,desktop,
57145,3118040,mobile,SLA-L03 Build/HUAWEISLA-L03
57146,3118043,mobile,iOS Device
57152,3118057,desktop,MacOS
57154,3118059,desktop,Windows
57155,3118061,desktop,Windows
57164,3118091,desktop,Trident/7.0
57216,3118275,mobile,
57221,3118313,desktop,Windows
57224,3118319,desktop,
57263,3118476,mobile,
57265,3118482,mobile,SM-T580 Build/NRD90M
57281,3118533,desktop,Windows
57297,3118576,desktop,Windows
57298,3118577,mobile,iOS Device
57381,3118799,mobile,iOS Device
57446,3118935,mobile,
57488,3119031,desktop,Windows
57608,3119531,mobile,SM-G570M Build/MMB29K
57633,3119613,desktop,Windows
57713,3119896,desktop,Windows
57731,3119967,mobile,C6906 Build/14.6.A.1.236
57736,3119989,mobile,iOS Device
57737,3119993,desktop,Windows
57849,3120452,mobile,HUAWEI TAG-L13 Build/HUAWEITAG-L13
57861,3120484,mobile,iOS Device
57933,3120821,desktop,Windows
57940,3120860,desktop,MacOS
57957,3120924,,
58096,3121472,desktop,Windows
58098,3121475,desktop,Windows
58236,3121978,mobile,iOS Device
58245,3121995,mobile,
58284,3122091,desktop,rv:57.0
58314,3122149,desktop,
58344,3122198,desktop,Windows
58377,3122273,desktop,Windows
58387,3122287,desktop,Windows
58392,3122325,mobile,SAMSUNG SM-A520F Build/NRD90M
58400,3122357,desktop,Windows
58419,3122452,mobile,
58434,3122507,desktop,Windows
58451,3122559,mobile,iOS Device
58459,3122607,desktop,Windows
58480,3122686,desktop,Trident/7.0
58485,3122707,,
58517,3122826,mobile,SM-N950U1 Build/NMF26X
58553,3122940,mobile,iOS Device
58574,3123054,desktop,
58633,3123253,mobile,iOS Device
58710,3123576,mobile,Moto G (5) Plus Build/NPN25.137-72
58741,3123714,mobile,
58762,3123821,mobile,
58793,3123977,mobile,
58900,3124516,mobile,LG-D320 Build/KOT49I.V10a
58904,3124537,mobile,iOS Device
58920,3124572,desktop,MacOS
58987,3124826,mobile,Hisense L675 Build/MRA58K
58995,3124852,mobile,PRA-LX3 Build/HUAWEIPRA-LX3
59002,3124869,mobile,iOS Device
59035,3124942,mobile,
59053,3124994,mobile,iOS Device
59174,3125611,mobile,
59179,3125635,mobile,
59194,3125717,mobile,iOS Device
59200,3125752,desktop,MacOS
59637,3127440,mobile,ONE TOUCH 4016A Build/JDQ39
59707,3127727,desktop,Windows
59723,3127832,mobile,SAMSUNG SM-A520F Build/NRD90M
59793,3128217,desktop,Trident/7.0
59844,3128517,desktop,rv:11.0
59856,3128605,mobile,Moto E (4) Build/NDQS26.69-23-2-3
59955,3129056,mobile,Moto G (4) Build/NPJ25.93-14.5
60016,3129373,desktop,Windows
60029,3129407,desktop,Windows
60044,3129439,desktop,Windows
60067,3129559,desktop,Windows
60189,3130080,desktop,MacOS
60246,3130411,desktop,MacOS
60312,3130733,desktop,Windows
60512,3131879,desktop,Windows
60532,3132037,desktop,rv:52.0
60537,3132075,desktop,Windows
60542,3132129,desktop,Windows
60547,3132143,desktop,Windows
60550,3132154,desktop,Windows
60558,3132211,mobile,SM-G531H Build/LMY48B
60627,3132737,desktop,Windows
60677,3133097,mobile,
60711,3133292,desktop,
60920,3134583,,
